IMU,3209746910,7.937500,2.875000,3.375000,0.063721,0.076172,-1.018311
IMU,3209750908,8.500000,2.812500,2.875000,0.063965,0.076660,-1.020020
IMU,3209755911,9.312500,2.625000,2.562500,0.064697,0.077881,-1.020020
IMU,3209759908,8.937500,2.250000,3.437500,0.063477,0.078125,-1.019531
IMU,3209764910,8.250000,2.687500,2.437500,0.061523,0.077148,-1.019531
IMU,3209768909,8.062500,2.875000,1.500000,0.061768,0.076416,-1.017334
IMU,3209773910,7.687500,3.000000,1.437500,0.061523,0.077148,-1.017334
IMU,3209777908,9.000000,2.562500,1.875000,0.062012,0.076904,-1.018311
IMU,3209782911,8.437500,2.437500,1.625000,0.063721,0.076660,-1.018799
IMU,3209787908,8.375000,3.062500,1.687500,0.062988,0.076416,-1.019043
IMU,3209791910,8.250000,2.875000,1.500000,0.062744,0.076904,-1.019775
IMU,3209796909,9.062500,4.062500,0.500000,0.062988,0.077148,-1.021729
IMU,3209800910,8.375000,3.625000,-0.375000,0.062988,0.076660,-1.021484
IMU,3209805908,7.875000,3.500000,-0.125000,0.062500,0.075439,-1.019775
IMU,3209809911,7.625000,2.750000,0.687500,0.063477,0.075439,-1.020264
IMU,3209814908,8.062500,3.000000,0.937500,0.063965,0.076660,-1.017578
IMU,3209819910,7.500000,3.375000,1.187500,0.062988,0.076172,-1.017822
IMU,3209823909,7.687500,3.562500,1.250000,0.061523,0.076172,-1.018066
IMU,3209828910,7.687500,3.500000,0.500000,0.062012,0.077393,-1.018311
IMU,3209832908,7.875000,3.375000,0.312500,0.061768,0.078125,-1.019287
IMU,3209837911,8.000000,3.875000,1.437500,0.061035,0.074707,-1.020264
IMU,3209841908,8.000000,3.437500,0.812500,0.060791,0.075195,-1.022217
IMU,3209846910,7.312500,4.375000,0.750000,0.062012,0.076904,-1.021729
IMU,3209851909,7.625000,4.312500,0.875000,0.062256,0.076904,-1.019043
IMU,3209855910,7.687500,3.937500,-0.187500,0.061279,0.075928,-1.018311
IMU,3209860908,8.437500,4.250000,-0.625000,0.061523,0.076660,-1.016113
IMU,3209864911,8.687500,4.437500,0.312500,0.062744,0.076172,-1.016113
IMU,3209869908,8.187500,4.437500,0.250000,0.063721,0.076416,-1.018555
IMU,3209873910,8.500000,4.750000,0.937500,0.063477,0.076416,-1.020020
IMU,3209878909,8.562500,4.562500,0.562500,0.063965,0.074463,-1.019775
IMU,3209882910,8.062500,3.625000,0.562500,0.063232,0.074951,-1.020996
IMU,3209887908,7.625000,4.000000,0.875000,0.063477,0.074951,-1.020996
IMU,3209892911,8.312500,4.562500,1.500000,0.063965,0.074951,-1.020508
IMU,3209896908,9.000000,4.187500,1.437500,0.063721,0.075439,-1.019775
IMU,3209901910,8.937500,4.625000,0.437500,0.063232,0.076172,-1.017578
IMU,3209905909,8.750000,4.937500,1.000000,0.062256,0.076904,-1.016602
IMU,3209910910,8.500000,5.437500,0.875000,0.060303,0.077881,-1.017090
IMU,3209914908,9.062500,5.000000,0.750000,0.060547,0.075928,-1.018066
IMU,3209919911,8.437500,4.750000,0.937500,0.061768,0.076172,-1.019531
IMU,3209924908,9.000000,4.312500,-0.312500,0.060303,0.076172,-1.020996
IMU,3209928910,8.750000,5.187500,-0.437500,0.060791,0.075439,-1.021240
IMU,3209933909,8.062500,4.875000,0.687500,0.062744,0.075928,-1.020508
IMU,3209937910,8.250000,3.937500,0.062500,0.062500,0.075439,-1.020264
IMU,3209942908,8.625000,4.437500,0.812500,0.062500,0.075439,-1.018799
IMU,3209946911,8.875000,4.437500,0.375000,0.062744,0.074707,-1.018799
IMU,3209951908,9.125000,3.562500,0.687500,0.062012,0.074951,-1.019531
IMU,3209955910,8.375000,3.437500,0.437500,0.062744,0.076660,-1.018799
IMU,3209960909,8.750000,3.250000,-0.562500,0.061279,0.077148,-1.018799
IMU,3209965910,8.875000,2.562500,-0.375000,0.060547,0.075195,-1.017822
IMU,3209969908,8.437500,2.687500,-0.687500,0.062500,0.075684,-1.019287
IMU,3209974911,8.937500,3.687500,-0.250000,0.062256,0.076660,-1.019043
IMU,3209978908,8.437500,3.250000,0.687500,0.060791,0.076172,-1.019043
IMU,3209983910,7.875000,3.437500,1.437500,0.062256,0.075195,-1.018311
IMU,3209987909,8.125000,3.625000,1.125000,0.060547,0.076660,-1.017578
IMU,3209992910,7.125000,3.375000,0.000000,0.061523,0.076904,-1.018311
IMU,3209997908,7.812500,3.625000,-0.250000,0.061768,0.076904,-1.017578
IMU,3210001911,8.000000,3.187500,-0.125000,0.060547,0.076172,-1.018311
IMU,3210006908,8.250000,2.062500,-0.125000,0.060303,0.076904,-1.019531
IMU,3210010910,8.187500,3.500000,0.125000,0.061523,0.077148,-1.017334
IMU,3210015909,8.437500,4.000000,0.437500,0.062012,0.076416,-1.016846
IMU,3210019910,9.187500,4.375000,1.187500,0.062744,0.075684,-1.019043
IMU,3210024908,9.187500,3.812500,0.062500,0.062256,0.075684,-1.020020
IMU,3210029911,8.875000,3.500000,-0.312500,0.062744,0.075195,-1.016602
IMU,3210033908,8.750000,3.625000,-0.500000,0.062988,0.075439,-1.017578
IMU,3210038910,8.750000,3.687500,-0.500000,0.061279,0.074707,-1.021240
IMU,3210042909,8.000000,3.187500,-0.062500,0.062012,0.076660,-1.020508
IMU,3210047910,8.687500,3.187500,0.750000,0.063232,0.075195,-1.018311
IMU,3210051908,8.937500,3.625000,1.375000,0.063232,0.075195,-1.017090
IMU,3210056911,8.562500,3.750000,0.562500,0.061768,0.077637,-1.019531
IMU,3210060908,8.625000,3.750000,-0.625000,0.060791,0.076172,-1.020996
IMU,3210065910,9.312500,3.187500,0.125000,0.061523,0.075195,-1.020508
IMU,3210070909,8.562500,3.875000,-0.062500,0.062256,0.075439,-1.018311
IMU,3210074910,8.500000,3.812500,-0.125000,0.062256,0.077637,-1.017090
IMU,3210079908,7.687500,3.562500,0.687500,0.062012,0.077881,-1.019043
IMU,3210083911,7.937500,3.312500,1.062500,0.062988,0.076416,-1.019531
IMU,3210088908,7.812500,2.750000,0.125000,0.062500,0.075928,-1.020264
